uid,workspacePath,gitBranch,gitCommit,filePath,eventType,date,start,end,duration
"4Ds4TnipXKDZK46ABXvhc","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","package.json","activeTextEditorChange:dispose",1739746800000,1739780160252,1739780170175,9923
"5q8-U2EeLstCl5dfadw07","d:\BZ\HTBO\HTBO","","","","extensionInit:activeTextEditorChange",1739746800000,1739780176403,1739780197914,21511
"x2__syHUPbFCMwJ_6hLsU","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","package.json","activeTextEditorChange:windowFocus",1739746800000,1739780197914,1739780213719,15805
"cedTnhOgh46WgphknW0wD","d:\BZ\HTBO\HTBO","","","","windowFocus:activeTextEditorChange",1739746800000,1739780213719,1739780213773,54
"9FXdneiBvS5IE-bcNPbZY","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\models\Game.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739780213773,1739780230981,17208
"1KBz2wBJG_Olm8yKsiLmr","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\test\userAPI.test.js","activeTextEditorChange:activityTimeout",1739746800000,1739780230981,1739780304527,73546
"nHy3IdNtxZ7Bxbn2Ht3cj","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\test\userAPI.test.js","windowFocus:activityTimeout",1739746800000,1739780604500,1739780604505,5
"yo6GJs9y_7qTt8Gt3bJtm","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\test\userAPI.test.js","windowFocus:activeTextEditorChange",1739746800000,1739780675422,1739780677032,1610
"dS6myDSX_EdXzm3afD-vk","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739780677032,1739780677762,730
"nlEns8nE_MYe0PDdc6t5q","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\server.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739780677762,1739780694242,16480
"xWcTBO4BdTqBW0GLL0vRP","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\test\userAPI.test.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739780694242,1739780729279,35037
"HPU3HHV3kr5-F78_rDaTI","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activityTimeout",1739746800000,1739780729279,1739780850810,121531
"H_9HgFQnqaNVM7DPgt2kq","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","windowFocus:activeTextEditorChange",1739746800000,1739781078539,1739781078633,94
"eCcoSF5BzMl4n32_fMYUb","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\.env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781078633,1739781106426,27793
"96jO1WGQGllfeXeeK5FDW","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781106426,1739781140423,33997
"jFgetM3FO6CFdgFXLrZAs","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781140423,1739781277408,136985
"MUzMy5fpx7QmhFkbkkqA6","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\.env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781277408,1739781286512,9104
"7jxU5biAMW71mgLT5P93f","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781286512,1739781307712,21200
"cHf_YvQ97IkPFeEamXQUA","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\test\userAPI.test.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781307712,1739781311953,4241
"2mkGbxtCiIOHVBB3XOjbp","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781311953,1739781313786,1833
"IvZCCw5KTitkcMOyT2vGk","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\server.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781313786,1739781316847,3061
"k0h5eUYGZRYf18RuBOyjq","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781316847,1739781350296,33449
"zx3G3n4uJSqobZdXIf0Hm","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\gameController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781350296,1739781354425,4129
"4zpfCzWCk7Lewc8KaD29_","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781354425,1739781552848,198423
"c4B6h2uuahJcMxHJKBC1_","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\models\User.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781552848,1739781580897,28049
"JwOPop_x3qdNVeFEivReE","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781580897,1739781594368,13471
"CIvBOcJRO_Hsr8_sk6338","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781594368,1739781623881,29513
"LX77pxZjwWKMw3-PDr5o_","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781623881,1739781626776,2895
"hu-Vq4QaL-VgzPEBgh1ze","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739781626776,1739781630303,3527
"w1uWAOXbrEJB2SkOZ4BXV","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","activeTextEditorChange:activityTimeout",1739746800000,1739781630303,1739781659316,29013
"MjfizXSKsth3DcFTBKU7B","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","editorSelectionChange:activityTimeout",1739746800000,1739781724945,1739781826620,101675
"Mma_kgtUuRf2SP-ghR08Y","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","windowFocus:activityTimeout",1739746800000,1739782039526,1739782041704,2178
"0WzMyY1ZRgyCcO0QSq_FW","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","windowFocus:activityTimeout",1739746800000,1739782109514,1739782404151,294637
"OrjAWSwPdLX_TUXcYRElA","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740","backend\src\controllers\userController.js","editorSelectionChange:activeTextEditorChange",1739746800000,1739782482094,1739782708504,226410
"Rr6UV9kWHoXSz6eLfL6Ku","d:\BZ\HTBO\HTBO","","","extension-output-Emeraldwalk.vscode-timespent-#1-Time Spent","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782708504,1739782748531,40027
"QqNYMqnxh_zY3LChvBZs9","d:\BZ\HTBO\HTBO","Backend","61075413d7064c9dd737364d50b533e6a4066740",".gitignore","activeTextEditorChange:activityTimeout",1739746800000,1739782748531,1739782749199,668
"y0EJE4icclVzE2vHeUPMP","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".gitignore","windowFocus:activeTextEditorChange",1739746800000,1739782814798,1739782834084,19286
"kkH-_OCSX2PkFBQ1UXNZM","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782834084,1739782926309,92225
"yngMjntoyoB4rMOY-EGsd","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\gameController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782926309,1739782935452,9143
"PV4PMnPCw6S6jHxcQKRP2","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782935452,1739782956047,20595
"RcWRSBiezkRQ6utBOI30U","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782956047,1739782960322,4275
"CIfr57NbZ5I9Jdm-TirfW","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782960322,1739782967134,6812
"QCKgsFfaEREjPIktAAdbC","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782967134,1739782968027,893
"zuMAMbKMUJHv46BmXD3uM","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\server.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782968027,1739782970891,2864
"SQL9dHP9NQDpdTeLgqdRg","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782970891,1739782979419,8528
"YBKQ0mvf-q20LIBNFaqxg","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739782979419,1739783051259,71840
"fuSFhu-cEruOn5Ni0rXsj","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783051259,1739783067281,16022
"2VR_l7BMPQwo0nYU56jTW","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783067281,1739783075149,7868
"dAUcMLoa8hRvUqsAbIPWv","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783075149,1739783076788,1639
"wb-rUkYquF5IJo0OVEwD6","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783076788,1739783084236,7448
"BOVHUBaYSX4LWxWiwTHeY","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\app.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783084236,1739783089526,5290
"DdEpyDuh0ubGdb0oymoRH","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\server.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783089526,1739783123212,33686
"OixcWKkw4npA3ftQMV8sx","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783123212,1739783146863,23651
"krfymSbRq-PpdyvPo14Ky","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783146863,1739783431543,284680
"eKnGdIlpGbtGuexCWFoUG","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\models\User.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783431543,1739783459639,28096
"YZBuDIP9e2Xxykhy2f2xd","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\gameController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783459639,1739783460187,548
"aolyFcMuXM3DTiwl39ZXJ","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783460187,1739783483979,23792
"siAQAJ9JT2wk7mxYOryKJ","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783483979,1739783486258,2279
"wtfMG5BDqtuit1zw4o5ZV","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783486258,1739783495564,9306
"4X9WTcxEuuIgo0pHZvxbj","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activityTimeout",1739746800000,1739783495564,1739783559198,63634
"a7yVN4KKKp1mvIMQ8CrU4","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","editorSelectionChange:activeTextEditorChange",1739746800000,1739783636525,1739783643108,6583
"wtNZsmMD_YyRU8KhNqTkb","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783643108,1739783676328,33220
"pWTzX9CoE86UMmdm1mb1l","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783676328,1739783679118,2790
"TdTppKrQU_GDjso4MtBIY","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783679118,1739783682591,3473
"7XKqOGM2HmmjVscwiqpZ9","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783682591,1739783687734,5143
"_132qs6dcx_Kj2I6ZQ9LS","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739783687734,1739783703877,16143
"ApWUjU2Nrm9lWsdtpEtsr","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activityTimeout",1739746800000,1739783703877,1739784011466,307589
"Ik3GVfScOBcf54S7dOk1W","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","windowFocus:windowBlur",1739746800000,1739784117590,1739784177625,60035
"bGn_RQNlKgJkVAZH0nGLy","d:\BZ\HTBO\HTBO","","","","windowFocus:activeTextEditorChange",1739746800000,1739784178999,1739784191127,12128
"vKbL-NjWhOdNyYTz2NxrG","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784191127,1739784228799,37672
"nlGvMtcKzBEV07TbgX7h2","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784228799,1739784282013,53214
"iI_N4Nx1blDJW6GAH-jWB","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784282013,1739784323583,41570
"ErDu_GSWZ9L4JWamH5Fb2","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784323583,1739784325980,2397
"iJQfttUA0gABRKkiNHRZM","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\gameController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784325980,1739784327150,1170
"7uPvGOg_7QMgda-q8kXdY","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784327150,1739784373113,45963
"zt51tTjaGCEoF6OYSlNdL","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784373113,1739784375275,2162
"828a2Uu3BD6uExcfyhoDH","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784375275,1739784377167,1892
"eYCrZIf1bcYueioQEAouJ","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784377167,1739784381005,3838
"EFD8NzCJD8VHu1eN75PMT","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784381005,1739784583958,202953
"5hiR3ZF1fVY2f5mO_8fbA","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739784583958,1739784585725,1767
"0i5StCuwbIgI2h_35dLI1","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activityTimeout",1739746800000,1739784585725,1739784633583,47858
"h3nOMfYNNBknfE0B3QOhn","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","windowFocus:activeTextEditorChange",1739746800000,1739784702815,1739784702848,33
"9EGFx5fsS2F6O-rvFlHJT","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activityTimeout",1739746800000,1739784702848,1739784772837,69989
"9gXUyzDFzAUfc7BQNgESv","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activeTextEditorChange",1739746800000,1739785079747,1739785082744,2997
"iHPmQmA_P4Iq6qgSXMuuj","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739785082744,1739785095790,13046
"YT5MNMa3yuq72L2-Rr1C6","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739785095790,1739785438470,342680
"VHxG8uqpnQzwTk7HJcRiU","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","activeTextEditorChange:activityTimeout",1739746800000,1739785438470,1739785507265,68795
"m2PAHyD8GFZOc2eUKHZdR","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e",".env","windowFocus:activeTextEditorChange",1739746800000,1739785594834,1739785594887,53
"V0VngGpMVPH22sot2M42j","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\gameController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739785594887,1739785597639,2752
"PNU2ZaUb7W87y6V-ug8PN","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\groupController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739785597639,1739785600987,3348
"PJo5FTPGo1293a-EKT6E2","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activityTimeout",1739746800000,1739785600987,1739785656890,55903
"wo21hs4BnFa5GZTQHdM9H","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activityTimeout",1739746800000,1739785772918,1739785776302,3384
"wiHjOliylI_6GUI3jG54w","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","windowFocus:activeTextEditorChange",1739746800000,1739785842384,1739785848386,6002
"VzRmdBL0zv4uok2KO-n5i","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activityTimeout",1739746800000,1739785848386,1739785912427,64041
"2aeL0yWe0st7_Pwu804ee","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786107364,1739786157651,50287
"zVsRqpuIYjkp7qm8TL3l7","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786157651,1739786190114,32463
"OEIsOpeQFqV1NiQgGCro-","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786190114,1739786191919,1805
"s5epQUyT3n63ZV2oB_iNQ","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786191919,1739786195514,3595
"oOX8JU_7tRiaHR8zLa2A7","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786195514,1739786200113,4599
"fx9Fo-37EIk9254eCuS-0","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786200113,1739786214049,13936
"EoHNSw05LF86DIYCBfYYA","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786214049,1739786218273,4224
"BBU8BWD1G2XvAy66LgWGS","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786218273,1739786239489,21216
"OwnGz4PK2C83lHJd9FIwt","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786239489,1739786242810,3321
"_bnFG32HRU2Fk1HrBq01w","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786242810,1739786252947,10137
"ya9rZWUBiNGKnEzc67wpa","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786252947,1739786259012,6065
"pdMJws9bwgKp_UGoTnblT","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786259012,1739786307578,48566
"FxiONaiC0S5-ZLa09KwmO","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\middleware\authMiddleware.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786307578,1739786316998,9420
"AGi2BbjicrhwK_04uiJmA","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786316998,1739786455564,138566
"DvRSSRunL_IfEhwCWPOxz","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786455564,1739786477313,21749
"Pua7B2x7Q1HfhoxvwtlNq","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786477313,1739786490382,13069
"KvjgmgLTNDh4BHkVwd-5C","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\sessionRoutes.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786490382,1739786492454,2072
"VlBO8Mkw6qyWb1tMng6wd","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\controllers\userController.js","activeTextEditorChange:activeTextEditorChange",1739746800000,1739786492454,1739786493887,1433
"wEWHI8qWF8tu1pyoqAXDH","d:\BZ\HTBO\HTBO","Backend","0ff61b1170f7447b6a5e5a62cb983b30e7a4157e","backend\src\routes\userRoutes.js","activeTextEditorChange:activityTimeout",1739746800000,1739786493887,1739786537389,43502
